BOOK_ID,TITLE,RATING,PRICE,AVAILABILITY
93,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",4,14.02,1
94,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2,46.91,1
95,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",3,45.61,1
96,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2,19.92,1
97,"Layered: Baking, Building, and Styling Spectacular Cakes",1,40.11,1
98,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2,53.9,1
99,Join,5,35.67,1
100,In the Country We Love: My Family Divided,4,22.0,1
101,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,5,57.36,1
102,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",2,29.17,1
103,I am a Hero Omnibus Volume 1,3,54.63,1
104,How to Be Miserable: 40 Strategies You Already Use,1,46.03,1
105,Her Backup Boyfriend (The Sorensen Family #1),1,33.97,1
106,"Giant Days, Vol. 2 (Giant Days #5-8)",2,22.11,1
107,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,3,29.69,1
108,First and First (Five Boroughs #3),4,15.97,1
109,Fifty Shades Darker (Fifty Shades #2),1,21.96,1
110,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,2,54.35,1
111,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",2,37.97,1
112,Danganronpa Volume 1,4,51.99,1
113,Crown of Midnight (Throne of Glass #2),3,43.29,1
114,"Codename Baboushka, Volume 1: The Conclave of Death",4,36.72,1
115,Camp Midnight,4,17.08,1
116,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,5,29.14,1
117,Burning,3,28.81,1
118,Bossypants,2,49.46,1
119,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",2,37.92,1
120,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",2,28.09,1
121,Algorithms to Live By: The Computer Science of Human Decisions,1,30.81,1
122,A World of Flavor: Your Gluten Free Passport,1,42.95,1
123,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",5,56.76,1
124,A Murder in Time,1,16.64,1
125,A Flight of Arrows (The Pathfinders #2),5,55.53,1
126,A Fierce and Subtle Poison,4,28.13,1
127,A Court of Thorns and Roses (A Court of Thorns and Roses #1),1,52.37,1
128,(Un)Qualified: How God Uses Broken People to Do Big Things,5,54.0,1
129,You Are What You Love: The Spiritual Power of Habit,4,21.87,1
130,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",4,43.3,1
131,Tuesday Nights in 1980,2,21.04,1
132,Tracing Numbers on a Train,3,41.6,1
133,Throne of Glass (Throne of Glass #1),3,35.07,1
134,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,1,59.64,1
135,Thirteen Reasons Why,1,52.72,1
136,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,4,58.08,1
137,The Wedding Dress,1,24.12,1
138,The Vacationers,4,42.15,1
139,The Third Wave: An Entrepreneur’s Vision of the Future,5,12.61,1
140,The Stranger,4,17.44,1
141,The Shadow Hero (The Shadow Hero),1,33.14,1
142,The Secret (The Secret #1),4,27.37,1
143,The Regional Office Is Under Attack!,5,51.36,1
144,The Psychopath Test: A Journey Through the Madness Industry,2,36.0,1
145,The Project,1,10.65,1
146,The Power of Now: A Guide to Spiritual Enlightenment,2,43.54,1
147,The Omnivore's Dilemma: A Natural History of Four Meals,2,38.21,1
148,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,5,37.34,1
149,The Murder of Roger Ackroyd (Hercule Poirot #4),4,44.1,1
150,The Mistake (Off-Campus #2),3,43.29,1
151,The Matchmaker's Playbook (Wingmen Inc. #1),1,55.85,1
152,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,2,37.6,1
153,The Long Shadow of Small Ghosts: Murder and Memory in an American City,1,10.97,1
154,The Kite Runner,4,41.82,1
155,The House by the Lake,1,36.95,1
156,The Glittering Court (The Glittering Court #1),1,44.28,1
157,The Girl on the Train,2,55.02,1
158,The Genius of Birds,1,17.24,1
159,The Emerald Mystery,2,23.15,1
160,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,1,41.25,1
161,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,3,32.0,1
162,The Artist's Way: A Spiritual Path to Higher Creativity,5,38.49,1
163,The Art of War,5,33.34,1
164,The Argonauts,2,10.93,1
165,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,3,27.55,1
166,Suddenly in Love (Lake Haven #1),2,55.99,1
167,Something More Than This,4,16.24,1
168,Soft Apocalypse,2,26.12,1
169,So You've Been Publicly Shamed,2,12.23,1
170,Shoe Dog: A Memoir by the Creator of NIKE,2,23.99,1
171,"Shobu Samurai, Project Aryoku (#3)",3,29.06,1
172,Secrets and Lace (Fatal Hearts #1),1,20.27,1
173,Scarlett Epstein Hates It Here,5,43.55,1
174,Romero and Juliet: A Tragic Tale of Love and Zombies,1,36.94,1
175,Redeeming Love,5,20.47,1
176,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,1,41.06,1
177,Poems That Make Grown Women Cry,4,14.19,1
178,"Nightingale, Sing",1,38.28,1
179,Night Sky with Exit Wounds,1,41.05,1
180,Mrs. Houdini,5,30.25,1
181,Modern Romance,5,28.26,1
182,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),1,10.76,1
183,Louisa: The Extraordinary Life of Mrs. Adams,2,16.85,1
184,Little Red,3,13.47,1
185,Library of Souls (Miss Peregrine’s Peculiar Children #3),5,48.56,1
186,Large Print Heart of the Pride,2,19.15,1
187,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,4,57.36,1
188,Hollow City (Miss Peregrine’s Peculiar Children #2),1,42.98,1
189,Grumbles,2,22.16,1
190,Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,4,49.43,1
191,Frostbite (Vampire Academy #2),5,29.99,1
192,Follow You Home,1,21.36,1
193,First Steps for New Christians (Print Edition),1,29.0,1
194,Finders Keepers (Bill Hodges Trilogy #2),5,53.53,1
195,"Fables, Vol. 1: Legends in Exile (Fables #1)",4,41.62,1
196,Eureka Trivia 6.0,4,54.59,1
197,Drive: The Surprising Truth About What Motivates Us,4,34.95,1
198,Done Rubbed Out (Reightman & Bailey #1),5,37.72,1
199,Doing It Over (Most Likely To #1),3,35.61,1
200,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",3,42.16,1
201,Dark Notes,5,19.19,1
202,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",3,19.43,1
203,Close to You,4,49.46,1
204,Chasing Heaven: What Dying Taught Me About Living,2,37.8,1
205,Big Magic: Creative Living Beyond Fear,3,30.8,1
206,Becoming Wise: An Inquiry into the Mystery and Art of Living,2,27.43,1
207,Beauty Restored (Riley Family Legacy Novellas #3),2,11.11,1
208,Batman: The Long Halloween (Batman),2,36.5,1
209,Batman: The Dark Knight Returns (Batman),5,15.38,1
210,Ayumi's Violin,2,15.48,1
211,Anonymous,4,46.82,1
212,Amy Meets the Saints and Sages,3,18.46,1
213,Amid the Chaos,1,36.58,1
214,Amatus,5,50.54,1
215,Agnostic: A Spirited Manifesto,5,12.51,1
216,Zealot: The Life and Times of Jesus of Nazareth,3,24.7,1
217,You (You #1),5,43.61,1
218,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",4,37.34,1
219,Wild Swans,2,14.36,1
220,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,4,52.65,1
221,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,4,38.2,1
222,What's It Like in Space?: Stories from Astronauts Who've Been There,2,19.6,1
223,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",1,53.9,1
224,Walt Disney's Alice in Wonderland,5,12.96,1
225,V for Vendetta (V for Vendetta Complete),4,37.1,1
226,Until Friday Night (The Field Party #1),2,46.31,1
227,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",2,45.95,1
228,Twenty Yawns,2,22.08,1
229,Through the Woods,2,25.38,1
230,This Is Where It Ends,2,27.12,1
231,The Year of Magical Thinking,2,43.04,1
232,The Wright Brothers,4,56.8,1
233,The White Queen (The Cousins' War #1),5,25.91,1
234,The Wedding Pact (The O'Malleys #2),3,32.61,1
235,The Time Keeper,5,27.88,1
236,The Testament of Mary,4,52.67,1
237,The Star-Touched Queen,5,46.02,1
238,The Songs of the Gods,5,44.48,1
239,The Song of Achilles,5,37.4,1
240,The Rosie Project (Don Tillman #1),1,54.04,1
241,The Power of Habit: Why We Do What We Do in Life and Business,3,16.88,1
242,The Marriage of Opposites,4,28.08,1
243,The Lucifer Effect: Understanding How Good People Turn Evil,1,10.4,1
244,The Long Haul (Diary of a Wimpy Kid #9),1,44.07,1
245,The Loney,1,23.4,1
246,The Literature Book (Big Ideas Simply Explained),3,17.43,1
247,The Last Mile (Amos Decker #2),2,54.21,1
248,The Immortal Life of Henrietta Lacks,2,40.67,1
249,The Hidden Oracle (The Trials of Apollo #1),2,52.26,1
250,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,3,28.77,1
251,The Guilty (Will Robie #4),2,13.82,1
252,The First Hostage (J.B. Collins #2),3,25.85,1
253,The Dovekeepers,1,48.78,1
254,The Darkest Lie,5,35.35,1
255,The Bane Chronicles (The Bane Chronicles #1-11),4,44.73,1
256,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,1,15.77,1
257,The 14th Colony (Cotton Malone #11),1,39.24,1
258,That Darkness (Gardiner and Renner #1),1,13.92,1
259,Tastes Like Fear (DI Marnie Rome #3),1,10.69,1
260,Take Me with You,3,45.21,1
261,Swell: A Year of Waves,1,45.58,1
262,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),5,11.89,1
263,Still Life with Bread Crumbs,3,26.41,1
264,Steve Jobs,5,39.5,1
265,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,4,44.74,1
266,Someone Like You (The Harrisons #2),5,52.79,1
267,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",4,35.43,1
268,Shtum,4,55.84,1
269,See America: A Celebration of Our National Parks & Treasured Sites,3,48.87,1
270,salt.,4,46.78,1
271,Robin War,3,47.82,1
272,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",2,25.48,1
273,Rain Fish,3,23.57,1
274,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",5,50.89,1
275,Pet Sematary,3,10.56,1
276,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",3,52.15,1
277,Once Was a Time,2,18.28,1
278,Old School (Diary of a Wimpy Kid #10),5,11.83,1
279,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,2,21.95,1
280,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",2,38.39,1
281,My Name Is Lucy Barton,1,41.56,1
282,My Mrs. Brown,3,24.48,1
283,My Kind of Crazy,1,40.36,1
284,Mr. Mercedes (Bill Hodges Trilogy #1),1,28.9,1
285,More Than Music (Chasing the Dream #1),2,37.61,1
286,Made to Stick: Why Some Ideas Survive and Others Die,5,38.85,1
287,Luis Paints the World,3,53.95,1
288,Luckiest Girl Alive,3,49.83,1
289,Lowriders to the Center of the Earth (Lowriders in Space #2),2,51.51,1
290,Love Is a Mix Tape (Music #1),1,18.03,1
291,Looking for Lovely: Collecting the Moments that Matter,5,29.14,1
292,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",4,46.91,1
293,Let It Out: A Journey Through Journaling,5,26.79,1
294,Lady Midnight (The Dark Artifices #1),5,16.28,1
295,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",1,19.55,1
296,Island of Dragons (Unwanteds #7),1,29.65,1
297,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,4,25.98,1
298,I Am Pilgrim (Pilgrim #1),4,10.6,1
299,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",5,14.75,1
300,"Hush, Hush (Hush, Hush #1)",3,47.02,1
301,Hold Your Breath (Search and Rescue #1),1,28.82,1
302,Hamilton: The Revolution,3,58.79,1
303,Greek Mythic History,5,10.23,1
304,God: The Most Unpleasant Character in All Fiction,5,30.03,1
305,Glory over Everything: Beyond The Kitchen House,3,45.84,1
306,Feathers: Displays of Brilliant Plumage,3,49.05,1
307,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",4,15.06,1
308,Every Last Word,3,46.47,1
309,Eligible (The Austen Project #4),3,27.09,1
310,El Deafo,5,57.62,1
311,Eight Hundred Grapes,4,14.39,1
312,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",5,51.75,1
313,"Eat Fat, Get Thin",2,54.07,1
314,Don't Get Caught,1,55.35,1
315,Doctor Sleep (The Shining #2),2,40.12,1
316,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),5,37.51,1
317,Dear Mr. Knightley,5,11.21,1
318,Daily Fantasy Sports,1,36.58,1
319,Crazy Love: Overwhelmed by a Relentless God,2,47.72,1
320,Cometh the Hour (The Clifton Chronicles #6),3,25.01,1
321,Code Name Verity (Code Name Verity #1),4,22.13,1
322,Clockwork Angel (The Infernal Devices #1),1,44.14,1
323,City of Glass (The Mortal Instruments #3),4,56.02,1
324,City of Fallen Angels (The Mortal Instruments #4),4,11.23,1
325,City of Bones (The Mortal Instruments #1),1,43.28,1
326,City of Ashes (The Mortal Instruments #2),1,47.27,1
327,Cell,4,20.29,1
328,Catching Jordan (Hundred Oaks),3,50.83,1
329,"Carry On, Warrior: Thoughts on Life Unarmed",3,31.85,1
330,Carrie,2,46.23,1
331,Buying In: The Secret Dialogue Between What We Buy and Who We Are,4,37.8,1
332,Brain on Fire: My Month of Madness,5,49.32,1
333,Batman: Europa,2,32.01,1
334,Barefoot Contessa Back to Basics,1,28.01,1
335,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,5,50.62,1
336,Balloon Animals,3,17.03,1
337,Art Ops Vol. 1,3,48.8,1
338,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),4,58.14,1
339,Angels Walking (Angels Walking #1),2,34.2,1
340,Angels & Demons (Robert Langdon #1),3,51.48,1
341,All the Light We Cannot See,5,29.87,1
342,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",2,10.9,1
343,Abstract City,5,56.37,1
344,A Time of Torment (Charlie Parker #14),5,48.35,1
345,A Study in Scarlet (Sherlock Holmes #1),2,16.73,1
346,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",2,56.48,1
347,A People's History of the United States,2,40.79,1
348,A Man Called Ove,1,39.72,1
349,A Distant Mirror: The Calamitous 14th Century,3,14.58,1
350,A Brush of Wings (Angels Walking #3),1,55.51,1
351,1491: New Revelations of the Americas Before Columbus,3,21.8,1
352,"The Three Searches, Meaning, and the Story",3,13.33,1
353,Searching for Meaning in Gailana,1,38.73,1
354,Rook,4,37.86,1
355,My Kitchen Year: 136 Recipes That Saved My Life,2,11.53,1
356,13 Hours: The Inside Account of What Really Happened In Benghazi,1,27.06,1
357,Will You Won't You Want Me?,3,13.86,1
358,Tipping Point for Planet Earth: How Close Are We to the Edge?,1,37.55,1
359,The Star-Touched Queen,5,32.3,1
360,The Silent Sister (Riley MacPherson #1),5,46.29,1
361,The Midnight Watch: A Novel of the Titanic and the Californian,1,26.2,1
362,The Lonely City: Adventures in the Art of Being Alone,2,33.26,1
363,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,4,59.15,1
364,The Golden Condom: And Other Essays on Love Lost and Found,1,39.43,1
365,The Epidemic (The Program 0.6),5,14.44,1
366,The Dinner Party,2,56.54,1
367,The Diary of a Young Girl,3,59.9,1
368,The Children,3,11.88,1
369,Stars Above (The Lunar Chronicles #4.5),2,48.05,1
370,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,3,21.21,1
371,Raspberry Pi Electronics Projects for the Evil Genius,4,49.67,1
372,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,1,43.14,1
373,Psycho: Sanitarium (Psycho #1.5),5,36.97,1
374,Poisonous (Max Revere Novels #3),3,26.8,1
375,One with You (Crossfire #5),4,15.71,1
376,No Love Allowed (Dodge Cove #1),4,54.65,1
377,Murder at the 42nd Street Library (Raymond Ambler #1),4,54.36,1
378,Most Wanted,3,35.28,1
379,"Love, Lies and Spies",2,20.55,1
380,How to Speak Golf: An Illustrated Guide to Links Lingo,5,58.32,1
381,Hide Away (Eve Duncan #20),1,11.84,1
382,Furiously Happy: A Funny Book About Horrible Things,4,41.46,1
383,Everyday Italian: 125 Simple and Delicious Recipes,5,20.1,1
384,Equal Is Unfair: America's Misguided Fight Against Income Inequality,1,56.86,1
385,Eleanor & Park,5,56.51,1
386,Dirty (Dive Bar #1),4,40.83,1
387,Can You Keep a Secret? (Fear Street Relaunch #4),1,48.64,1
388,Boar Island (Anna Pigeon #19),3,59.48,1
389,A Paris Apartment,4,39.01,1
390,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",1,38.77,1
391,Troublemaker: Surviving Hollywood and Scientology,2,48.39,1
392,The Widow,2,27.26,1
393,"The Sleep Revolution: Transforming Your Life, One Night at a Time",4,11.68,1
394,The Improbability of Love,1,59.45,1
395,The Art of Startup Fundraising,3,21.0,1
396,Take Me Home Tonight (Rock Star Romance #3),3,53.98,1
397,Sleeping Giants (Themis Files #1),1,48.74,1
398,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",2,21.15,1
399,Playing with Fire,3,13.71,1
400,Off the Hook (Fishing for Trouble #1),3,47.67,1
401,Mothering Sunday,2,13.34,1
402,"Mother, Can You Not?",5,16.89,1
403,M Train,1,27.18,1
404,Lilac Girls,2,17.28,1
405,Lies and Other Acts of Love,1,45.14,1
406,Lab Girl,1,40.85,1
407,Keep Me Posted,4,20.46,1
408,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,3,56.27,1
409,Grey (Fifty Shades #4),4,48.49,1
410,"Exit, Pursued by a Bear",4,51.34,1
411,Daredevils,3,16.34,1
412,Cravings: Recipes for What You Want to Eat,3,20.5,1
413,Born for This: How to Find the Work You Were Meant to Do,5,21.59,1
414,Arena,4,21.36,1
415,Adultery,5,20.88,1
416,A Mother's Reckoning: Living in the Aftermath of Tragedy,3,19.53,1
417,A Gentleman's Position (Society of Gentlemen #3),5,14.75,1
418,11/22/63,3,48.48,1
419,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",2,24.57,1
420,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,5,49.71,1
421,Without Shame,5,48.27,1
422,Watchmen,4,58.05,1
423,Unlimited Intuition Now,4,58.87,1
424,Underlying Notes,2,11.82,1
425,The Shack,1,28.03,1
426,The New Brand You: Your New Image Makes the Sale for You,5,44.05,1
427,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",4,12.34,1
428,The Flowers Lied,2,16.68,1
429,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",1,55.91,1
430,The Book of Mormon,3,24.57,1
431,The Art and Science of Low Carbohydrate Living,5,52.98,1
432,The Alien Club,1,54.4,1
433,Suzie Snowflake: One beautiful flake (a self-esteem story),5,54.81,1
434,Nap-a-Roo,1,25.08,1
435,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",4,10.41,1
436,Modern Day Fables,2,47.44,1
437,If I Gave You God's Phone Number....: Searching for Spirituality in America,1,20.91,1
438,"Fruits Basket, Vol. 9 (Fruits Basket #9)",4,33.95,1
439,Dress Your Family in Corduroy and Denim,3,43.68,1
440,Don't Forget Steven,1,33.23,1
441,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,2,35.92,1
442,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,4,48.63,1
443,A Shard of Ice (The Black Symphony Saga #1),3,56.63,1
444,A Hero's Curse (The Unseen Chronicles #1),3,50.49,1
445,23 Degrees South: A Tropical Tale of Changing Whether...,2,35.79,1
446,"Zero to One: Notes on Startups, or How to Build the Future",3,34.06,1
447,Why Not Me?,1,17.76,1
448,When Breath Becomes Air,2,39.36,1
449,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,2,36.94,1
450,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),5,43.62,1
451,The New Drawing on the Right Side of the Brain,3,43.02,1
452,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",4,28.45,1
453,The Martian (The Martian #1),2,41.39,1
454,The High Mountains of Portugal,1,51.15,1
455,The Grownup,1,35.88,1
456,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,1,36.91,1
457,South of Sunshine,1,28.93,1
458,Smarter Faster Better: The Secrets of Being Productive in Life and Business,5,38.89,1
